,category,price,price_1m2,area,title_deed,repair,room_number,floor_house,total_floors,title_length,floor_status
6878,New construction,257000.0,2500.0,103.0,don't exist,don't exist,3.0,2.0,15.0,57,1
6879,New construction,145000.0,1930.0,75.0,exist,exist,3.0,1.0,4.0,48,2
6880,New construction,176800.0,2600.0,68.0,don't exist,don't exist,2.0,2.0,15.0,56,1
6881,Old building,205000.0,1370.0,150.0,exist,exist,3.0,1.0,5.0,58,1
6882,New construction,306000.0,2110.0,145.0,don't exist,don't exist,3.0,13.0,16.0,46,3
6883,Old building,135000.0,1500.0,90.0,exist,exist,3.0,6.0,9.0,52,2
6884,New construction,290000.0,3220.0,90.0,don't exist,exist,3.0,5.0,14.0,50,2
6885,New construction,308999.0,2600.0,118.9,exist,don't exist,3.0,5.0,17.0,48,2
6886,New construction,250000.0,3160.0,79.0,exist,exist,3.0,15.0,16.0,46,3
6887,New construction,270000.0,2350.0,115.0,exist,exist,3.0,12.0,19.0,47,2
6888,New construction,185000.0,1710.0,108.0,don't exist,exist,2.0,3.0,16.0,47,1
6889,New construction,260000.0,1560.0,167.0,exist,exist,3.0,4.0,16.0,46,2
6890,New construction,118000.0,1930.0,61.0,exist,exist,2.0,7.0,17.0,50,2
6891,New construction,153000.0,1800.0,85.0,don't exist,don't exist,2.0,14.0,20.0,44,2
6892,New construction,285000.0,2040.0,140.0,exist,exist,4.0,15.0,16.0,49,3
6893,New construction,44000.0,629.0,70.0,don't exist,don't exist,3.0,4.0,5.0,45,3
6894,New construction,399999.0,2860.0,139.9,don't exist,exist,3.0,13.0,17.0,59,3
6895,Old building,145000.0,1260.0,115.0,exist,exist,4.0,8.0,9.0,52,3
6896,Old building,150000.0,1830.0,82.0,exist,exist,3.0,9.0,9.0,47,3
6897,New construction,145000.0,1320.0,110.0,exist,exist,3.0,20.0,21.0,51,3
6898,New construction,356000.0,2800.0,127.0,exist,don't exist,3.0,5.0,16.0,58,2
6899,New construction,94000.0,2140.0,44.0,exist,exist,1.0,15.0,15.0,44,3
6900,New construction,98000.0,1510.0,65.0,don't exist,exist,1.0,8.0,17.0,51,2
6901,New construction,340000.0,1840.0,185.0,exist,don't exist,4.0,10.0,17.0,46,2
6902,New construction,210000.0,2100.0,100.0,don't exist,don't exist,3.0,15.0,16.0,46,3
6903,New construction,135500.0,2220.0,60.9,exist,exist,2.0,10.0,17.0,46,2
6904,New construction,314000.0,2000.0,157.0,don't exist,don't exist,3.0,8.0,16.0,57,2
6905,New construction,240000.0,1920.0,125.0,exist,exist,3.0,16.0,16.0,46,3
6906,Old building,135000.0,2250.0,60.0,exist,exist,3.0,2.0,2.0,51,3
6907,New construction,81000.0,1800.0,45.0,don't exist,don't exist,2.0,11.0,13.0,44,3
6908,Old building,204000.0,1660.0,123.0,exist,exist,5.0,9.0,9.0,48,3
6909,New construction,318000.0,3090.0,103.0,exist,exist,3.0,9.0,16.0,51,2
6910,Old building,125000.0,3130.0,40.0,exist,exist,2.0,2.0,5.0,58,2
6911,Old building,125000.0,1560.0,80.0,exist,exist,3.0,4.0,9.0,45,2
6912,New construction,255000.0,1760.0,145.0,exist,exist,3.0,13.0,20.0,49,2
6913,New construction,170000.0,1570.0,108.0,exist,exist,3.0,14.0,17.0,52,3
6914,New construction,76000.0,1900.0,40.0,exist,exist,2.0,8.0,11.0,51,2
6915,New construction,189000.0,1600.0,118.0,exist,exist,3.0,8.0,17.0,52,2
6916,Old building,133000.0,1900.0,70.0,exist,exist,3.0,2.0,9.0,49,1
6917,Old building,137000.0,2280.0,60.0,exist,exist,2.0,4.0,9.0,58,2
6918,Old building,105000.0,1640.0,64.0,exist,exist,2.0,7.0,9.0,45,3
6919,New construction,210000.0,1620.0,129.7,exist,exist,3.0,18.0,19.0,53,3
6920,New construction,225000.0,2450.0,92.0,exist,exist,3.0,4.0,16.0,45,2
6921,New construction,223000.0,2790.0,80.0,don't exist,exist,3.0,13.0,18.0,46,2
6922,New construction,122500.0,1940.0,63.0,exist,exist,2.0,11.0,17.0,51,2
6923,Old building,138499.0,1540.0,90.0,exist,exist,3.0,1.0,9.0,51,1
6924,New construction,420000.0,2100.0,200.0,exist,don't exist,5.0,8.0,17.0,46,2
6925,New construction,350000.0,3330.0,105.0,exist,exist,3.0,2.0,7.0,47,2
6926,New construction,175000.0,2410.0,72.7,don't exist,exist,2.0,4.0,16.0,47,2
6927,Old building,175000.0,1590.0,110.0,exist,exist,4.0,7.0,9.0,53,3
6928,New construction,174900.0,2130.0,82.0,don't exist,exist,2.0,17.0,17.0,50,3
6929,New construction,240000.0,2820.0,85.0,exist,exist,2.0,6.0,16.0,45,2
6930,New construction,248000.0,2070.0,120.0,exist,exist,3.0,10.0,15.0,48,2
6931,New construction,131000.0,2020.0,65.0,exist,exist,2.0,16.0,16.0,56,3
6932,New construction,298000.0,1550.0,192.0,exist,don't exist,4.0,4.0,24.0,57,1
6933,New construction,133000.0,2110.0,63.0,don't exist,exist,2.0,5.0,16.0,48,2
6934,New construction,120000.0,1000.0,120.0,don't exist,don't exist,3.0,7.0,20.0,46,2
6935,New construction,134000.0,1000.0,134.0,don't exist,don't exist,4.0,5.0,20.0,46,2
6936,New construction,240000.0,2140.0,112.0,exist,exist,2.0,16.0,20.0,57,3
6937,New construction,280000.0,2040.0,137.0,exist,don't exist,3.0,5.0,16.0,57,2
6938,New construction,175000.0,1840.0,95.0,exist,exist,3.0,12.0,17.0,50,2
6939,New construction,355000.0,1690.0,210.0,exist,don't exist,4.0,6.0,16.0,46,2
6940,Old building,120000.0,2400.0,50.0,exist,exist,2.0,6.0,9.0,47,2
6941,New construction,730000.0,2520.0,290.0,exist,exist,5.0,12.0,18.0,46,2
6942,New construction,1500000.0,3330.0,450.0,exist,don't exist,7.0,16.0,17.0,58,3
6943,New construction,172000.0,2200.0,78.3,don't exist,don't exist,2.0,15.0,15.0,58,3
6944,New construction,496000.0,2460.0,202.0,don't exist,don't exist,4.0,5.0,7.0,48,2
6945,Old building,109999.0,1690.0,65.0,exist,exist,2.0,5.0,9.0,52,2
6946,New construction,255000.0,2740.0,93.0,exist,exist,2.0,10.0,16.0,45,2
6947,New construction,186000.0,2330.0,80.0,exist,exist,2.0,3.0,15.0,48,1
6948,New construction,205000.0,2560.0,80.2,exist,exist,2.0,5.0,17.0,52,2
6949,New construction,190000.0,3280.0,58.0,exist,exist,2.0,4.0,14.0,46,2
6950,New construction,122000.0,1940.0,63.0,exist,exist,2.0,17.0,18.0,50,3
6951,New construction,143000.0,2600.0,55.0,exist,exist,2.0,21.0,24.0,50,3
6952,New construction,142000.0,2290.0,62.0,exist,exist,2.0,8.0,12.0,51,2
6953,New construction,206000.0,1540.0,134.0,exist,exist,3.0,7.0,19.0,51,2
6954,New construction,453000.0,2980.0,151.8,exist,exist,4.0,4.0,19.0,48,1
6955,New construction,250000.0,2910.0,86.0,exist,exist,2.0,15.0,17.0,56,3
6956,New construction,89000.0,1480.0,60.0,exist,exist,2.0,3.0,5.0,47,2
6957,New construction,480000.0,2290.0,210.0,exist,exist,4.0,7.0,16.0,46,2
6958,New construction,270000.0,2430.0,111.0,exist,exist,3.0,19.0,19.0,47,3
6959,New construction,182000.0,3370.0,54.0,don't exist,exist,2.0,10.0,13.0,47,3
6960,New construction,395000.0,2100.0,188.0,exist,don't exist,4.0,16.0,19.0,57,3
6961,New construction,552000.0,2760.0,200.0,don't exist,don't exist,5.0,6.0,7.0,48,3
6962,New construction,400000.0,2110.0,190.0,don't exist,don't exist,4.0,12.0,13.0,46,3
6963,New construction,217000.0,2190.0,99.0,don't exist,exist,3.0,8.0,16.0,51,2
6964,New construction,310000.0,2460.0,126.0,exist,exist,3.0,18.0,19.0,52,3
6965,New construction,304000.0,2100.0,145.0,exist,don't exist,3.0,13.0,27.0,48,2
6966,New construction,650000.0,2850.0,228.0,don't exist,exist,4.0,16.0,17.0,58,3
6967,New construction,378000.0,2640.0,143.0,exist,don't exist,4.0,11.0,16.0,57,2
6968,New construction,429000.0,1850.0,232.0,exist,don't exist,4.0,10.0,16.0,49,2
6969,New construction,225000.0,1960.0,115.0,exist,exist,4.0,15.0,16.0,49,3
6970,New construction,364000.0,3500.0,104.0,don't exist,don't exist,3.0,4.0,7.0,48,2
6971,New construction,235000.0,2140.0,110.0,exist,exist,3.0,4.0,10.0,46,2
6972,New construction,217000.0,2460.0,88.3,don't exist,don't exist,2.0,8.0,14.0,47,2
6973,New construction,399000.0,3070.0,130.0,exist,exist,3.0,8.0,20.0,57,2
6974,Old building,108000.0,1660.0,65.0,exist,exist,2.0,1.0,5.0,51,1
6975,New construction,185000.0,2030.0,91.0,exist,exist,3.0,3.0,18.0,50,1
6976,New construction,990000.0,4500.0,220.0,exist,exist,5.0,5.0,12.0,45,2
6977,New construction,125000.0,1100.0,114.0,don't exist,exist,3.0,17.0,17.0,47,3
6978,New construction,285000.0,1420.0,200.5,exist,exist,4.0,12.0,15.0,54,3
6979,New construction,430000.0,2040.0,210.5,exist,exist,4.0,3.0,18.0,53,1
6980,New construction,132000.0,2360.0,56.0,exist,exist,2.0,16.0,17.0,51,3
6981,New construction,174000.0,1930.0,90.0,exist,exist,2.0,10.0,17.0,51,2
6982,Old building,160000.0,2290.0,70.0,exist,exist,3.0,4.0,5.0,58,3
6983,New construction,280000.0,2550.0,110.0,exist,don't exist,2.0,14.0,16.0,46,3
6984,New construction,209000.0,1630.0,128.0,exist,exist,3.0,4.0,16.0,51,2
6985,New construction,178000.0,1870.0,95.0,exist,exist,2.0,3.0,5.0,51,2
6986,New construction,260000.0,1910.0,136.0,don't exist,exist,4.0,12.0,19.0,46,2
6987,New construction,381000.0,2650.0,143.7,don't exist,don't exist,4.0,10.0,16.0,59,2
6988,New construction,295000.0,2020.0,146.0,exist,don't exist,3.0,9.0,14.0,49,2
6989,New construction,300000.0,2310.0,130.0,exist,exist,3.0,8.0,16.0,46,2
6990,New construction,95000.0,1930.0,49.2,don't exist,don't exist,1.0,5.0,15.0,50,2
6991,New construction,188900.0,3500.0,54.0,exist,exist,2.0,9.0,15.0,45,2
6992,New construction,75000.0,1000.0,75.0,don't exist,exist,2.0,2.0,6.0,46,2
6993,New construction,320000.0,1880.0,170.0,don't exist,don't exist,4.0,15.0,16.0,57,3
6994,New construction,310000.0,1940.0,160.0,don't exist,don't exist,3.0,7.0,16.0,57,2
6995,New construction,143000.0,2200.0,65.0,don't exist,exist,3.0,2.0,17.0,50,1
6996,New construction,144000.0,2100.0,68.7,don't exist,don't exist,1.0,17.0,18.0,47,3
6997,New construction,105000.0,1400.0,75.0,exist,exist,3.0,13.0,16.0,46,3
6998,Old building,92000.0,2040.0,45.0,exist,exist,2.0,2.0,9.0,49,1
6999,New construction,150000.0,1970.0,76.0,exist,exist,2.0,10.0,11.0,56,3
7000,New construction,182000.0,2020.0,90.0,exist,exist,2.0,11.0,17.0,50,2
7001,New construction,180000.0,1800.0,100.0,exist,exist,2.0,4.0,18.0,52,1
7002,New construction,235000.0,2470.0,95.0,exist,exist,3.0,8.0,16.0,45,2
7003,Old building,86000.0,1790.0,48.0,exist,exist,2.0,3.0,5.0,51,2
7004,New construction,180000.0,1760.0,102.0,exist,exist,3.0,13.0,20.0,52,2
7005,New construction,198000.0,3470.0,57.0,don't exist,exist,2.0,10.0,12.0,47,3
7006,New construction,388000.0,2200.0,176.0,don't exist,exist,4.0,11.0,16.0,48,2
7007,New construction,350000.0,2480.0,141.0,exist,exist,3.0,10.0,20.0,49,2
7008,Old building,182000.0,2600.0,70.0,exist,exist,3.0,2.0,3.0,46,2
7009,New construction,215000.0,2150.0,100.0,don't exist,exist,3.0,14.0,18.0,58,3
7010,New construction,180000.0,1680.0,107.0,exist,exist,3.0,3.0,19.0,51,1
7011,New construction,240000.0,1760.0,136.0,exist,exist,3.0,17.0,18.0,52,3
7012,Old building,255000.0,1700.0,150.0,exist,exist,4.0,1.0,4.0,58,2
7013,New construction,87000.0,1450.0,60.0,exist,exist,3.0,1.0,4.0,48,2
7014,New construction,72000.0,1030.0,70.0,exist,exist,2.0,5.0,5.0,46,3
7015,New construction,90000.0,1610.0,56.0,exist,exist,2.0,2.0,5.0,48,2
7016,New construction,285000.0,2020.0,141.0,exist,exist,3.0,13.0,16.0,48,3
7017,New construction,120000.0,2000.0,60.0,exist,exist,2.0,3.0,18.0,52,1
7018,New construction,147000.0,1390.0,106.0,exist,exist,2.0,13.0,18.0,53,2
7019,New construction,125000.0,2020.0,62.0,exist,exist,2.0,3.0,16.0,55,1
7020,New construction,245000.0,2210.0,111.0,exist,exist,3.0,2.0,17.0,52,1
7021,New construction,600000.0,2940.0,204.0,exist,exist,3.0,17.0,27.0,57,2
7022,New construction,80400.0,1200.0,67.0,exist,don't exist,2.0,3.0,6.0,47,2
7023,Old building,210000.0,1750.0,120.0,exist,exist,5.0,6.0,9.0,57,2
7024,New construction,215000.0,2440.0,88.0,exist,exist,3.0,8.0,16.0,55,2
7025,New construction,260000.0,1880.0,138.0,exist,exist,3.0,7.0,11.0,49,2
7026,Old building,150000.0,1500.0,100.0,exist,exist,4.0,5.0,5.0,48,3
7027,New construction,176000.0,1060.0,166.4,exist,exist,3.0,6.0,17.0,53,2
7028,New construction,260000.0,2220.0,117.0,exist,exist,3.0,16.0,17.0,51,3
7029,New construction,400000.0,3170.0,126.0,exist,exist,3.0,10.0,18.0,47,2
7030,New construction,165000.0,1490.0,111.0,exist,exist,3.0,8.0,17.0,52,2
7031,Old building,160000.0,1870.0,85.4,exist,exist,4.0,1.0,5.0,58,1
7032,New construction,260000.0,2890.0,90.0,don't exist,exist,3.0,7.0,18.0,56,2
7033,New construction,202000.0,2020.0,100.0,exist,exist,3.0,15.0,20.0,48,2
7034,New construction,118000.0,2150.0,55.0,don't exist,don't exist,2.0,14.0,14.0,48,3
7035,New construction,205000.0,1860.0,110.0,don't exist,exist,3.0,12.0,16.0,47,2
7036,New construction,169000.0,1840.0,92.0,don't exist,exist,3.0,14.0,16.0,51,3
7037,New construction,537000.0,1790.0,300.0,exist,exist,6.0,13.0,15.0,57,3
7038,New construction,360000.0,1750.0,206.0,exist,exist,5.0,10.0,19.0,46,2
7039,New construction,170000.0,1890.0,90.0,exist,exist,3.0,6.0,17.0,51,2
7040,New construction,133000.0,2460.0,54.0,exist,exist,1.0,2.0,16.0,45,1
7041,New construction,380000.0,2260.0,168.0,exist,exist,3.0,12.0,18.0,46,2
7042,New construction,170000.0,1930.0,88.0,exist,exist,3.0,6.0,17.0,51,2
7043,Old building,360000.0,3790.0,95.0,exist,exist,3.0,3.0,6.0,51,2
7044,New construction,250000.0,3010.0,83.0,exist,exist,2.0,15.0,17.0,56,3
7045,New construction,120000.0,1500.0,80.0,exist,exist,2.0,19.0,19.0,50,3
7046,Old building,250000.0,3330.0,75.0,exist,exist,3.0,1.0,9.0,51,1
7047,New construction,186000.0,1660.0,112.0,exist,exist,3.0,12.0,18.0,51,2
7048,New construction,260000.0,2220.0,117.0,exist,exist,3.0,17.0,18.0,48,3
7049,New construction,390000.0,1950.0,200.0,exist,exist,4.0,2.0,14.0,49,1
7050,Old building,104000.0,1790.0,58.0,exist,exist,3.0,5.0,5.0,51,3
7051,New construction,155000.0,2250.0,69.0,exist,exist,2.0,8.0,17.0,49,2
7052,Old building,120000.0,1500.0,80.0,exist,exist,3.0,9.0,9.0,47,3
7053,New construction,180000.0,1570.0,115.0,exist,exist,4.0,1.0,12.0,47,1
7054,New construction,112000.0,2040.0,55.0,don't exist,don't exist,2.0,15.0,16.0,51,3
7055,New construction,270000.0,1530.0,177.0,don't exist,don't exist,3.0,10.0,17.0,49,2
7056,New construction,170000.0,1010.0,168.0,don't exist,don't exist,3.0,3.0,16.0,57,1
7057,New construction,330000.0,2280.0,145.0,exist,exist,3.0,16.0,25.0,48,2
7058,New construction,149900.0,1870.0,80.0,don't exist,exist,3.0,15.0,21.0,46,2
7059,New construction,350000.0,2550.0,137.0,don't exist,exist,3.0,15.0,18.0,47,3
7060,New construction,290000.0,2160.0,134.0,exist,exist,4.0,2.0,17.0,51,1
7061,New construction,180000.0,1640.0,110.0,don't exist,exist,3.0,3.0,19.0,51,1
7062,New construction,145000.0,1320.0,110.0,exist,exist,3.0,9.0,20.0,49,2
7063,Old building,225000.0,2240.0,100.5,exist,exist,3.0,5.0,7.0,54,2
7064,New construction,97000.0,1140.0,85.0,exist,don't exist,2.0,22.0,23.0,46,3
7065,Old building,135000.0,2450.0,55.0,exist,exist,2.0,3.0,4.0,57,2
7066,Old building,91000.0,2460.0,37.0,exist,exist,2.0,4.0,5.0,51,3
7067,New construction,537000.0,1790.0,300.0,exist,exist,5.0,12.0,15.0,57,3
7068,New construction,240000.0,3000.0,80.0,don't exist,don't exist,2.0,8.0,16.0,50,2
7069,New construction,336000.0,3000.0,112.0,don't exist,don't exist,3.0,6.0,16.0,51,2
7070,New construction,357000.0,3000.0,119.0,don't exist,don't exist,3.0,5.0,16.0,51,2
7071,New construction,59700.0,918.0,65.0,exist,exist,2.0,13.0,14.0,44,3
7072,Old building,168000.0,2100.0,80.0,exist,don't exist,3.0,7.0,9.0,57,3
7073,New construction,280000.0,2070.0,135.0,exist,exist,3.0,3.0,18.0,55,1
7074,New construction,176000.0,2480.0,71.0,don't exist,exist,2.0,9.0,10.0,48,3
7075,Old building,108000.0,1800.0,60.0,exist,exist,2.0,4.0,9.0,48,2
7076,New construction,912000.0,3800.0,240.0,exist,don't exist,4.0,23.0,23.0,46,3
7077,New construction,225000.0,1880.0,120.0,exist,exist,3.0,9.0,18.0,46,2
7078,New construction,340000.0,2190.0,155.0,don't exist,exist,3.0,9.0,16.0,46,2
7079,New construction,319000.0,3260.0,98.0,exist,don't exist,2.0,9.0,18.0,57,2
7080,New construction,120000.0,2400.0,50.0,don't exist,don't exist,2.0,7.0,9.0,54,3
7081,Old building,145000.0,2640.0,55.0,exist,exist,2.0,4.0,5.0,47,3
7082,Old building,200000.0,2330.0,86.0,exist,exist,3.0,1.0,5.0,51,1
7083,Old building,229000.0,2540.0,90.0,exist,exist,3.0,5.0,5.0,46,3
7084,New construction,790000.0,2030.0,390.0,exist,exist,6.0,14.0,23.0,46,2
7085,Old building,110000.0,1830.0,60.0,exist,exist,3.0,8.0,9.0,52,3
7086,New construction,172000.0,2570.0,67.0,don't exist,exist,2.0,4.0,10.0,45,2
7087,New construction,131500.0,2190.0,60.0,exist,exist,2.0,5.0,9.0,46,2
7088,Old building,122000.0,2440.0,50.0,exist,exist,3.0,3.0,5.0,49,2
7089,New construction,120000.0,2060.0,58.2,don't exist,exist,2.0,8.0,13.0,53,2
7090,New construction,326000.0,1840.0,177.0,don't exist,exist,7.0,10.0,17.0,47,2
7091,Old building,95500.0,1590.0,60.0,exist,exist,2.0,9.0,9.0,52,3
7092,New construction,193000.0,2840.0,68.0,don't exist,exist,2.0,16.0,17.0,56,3
7093,New construction,119800.0,2000.0,60.0,exist,exist,2.0,17.0,21.0,51,3
7094,Old building,320000.0,3950.0,81.0,exist,exist,3.0,4.0,4.0,45,3
7095,Old building,102000.0,1700.0,60.0,exist,exist,2.0,9.0,9.0,55,3
7096,Old building,115000.0,3030.0,38.0,exist,exist,2.0,1.0,5.0,51,1
7097,New construction,88000.0,978.0,90.0,don't exist,exist,3.0,2.0,7.0,46,2
7098,New construction,650000.0,2850.0,228.0,exist,exist,4.0,16.0,17.0,58,3
7099,New construction,190000.0,2440.0,78.0,exist,exist,2.0,3.0,15.0,48,1
7100,New construction,495000.0,3340.0,148.0,exist,exist,3.0,13.0,17.0,57,3
7101,New construction,270000.0,2270.0,119.0,exist,exist,3.0,9.0,13.0,48,2
7102,New construction,130000.0,1080.0,120.0,exist,exist,4.0,2.0,6.0,47,2
7103,Old building,70000.0,1460.0,48.0,exist,exist,2.0,5.0,5.0,48,3
7104,Old building,170000.0,1700.0,100.0,exist,exist,5.0,7.0,8.0,48,3
7105,New construction,230000.0,2500.0,92.0,don't exist,exist,3.0,8.0,13.0,48,2
7106,New construction,99000.0,2200.0,45.0,don't exist,exist,2.0,12.0,16.0,47,2
7107,New construction,275000.0,1900.0,145.0,exist,exist,3.0,18.0,18.0,46,3
7108,New construction,56000.0,1330.0,42.0,exist,exist,2.0,5.0,6.0,46,3
7109,Old building,124000.0,2250.0,55.0,exist,exist,2.0,3.0,9.0,51,2
7110,New construction,345000.0,1970.0,175.0,exist,don't exist,4.0,5.0,17.0,46,2
7111,New construction,650000.0,2550.0,255.0,don't exist,don't exist,5.0,5.0,15.0,46,2
7112,New construction,659000.0,3200.0,206.0,exist,don't exist,4.0,7.0,18.0,46,2
7113,New construction,360000.0,2650.0,136.0,exist,exist,3.0,19.0,19.0,57,3
7114,Old building,125000.0,1920.0,65.0,exist,exist,2.0,1.0,9.0,46,1
7115,New construction,95000.0,941.0,101.0,don't exist,don't exist,2.0,12.0,15.0,48,3
7116,New construction,112000.0,1350.0,83.0,exist,exist,2.0,10.0,19.0,48,2
7117,New construction,285000.0,2730.0,104.5,don't exist,don't exist,2.0,2.0,8.0,50,2
7118,New construction,272000.0,2800.0,97.0,don't exist,don't exist,2.0,7.0,7.0,47,3
7119,New construction,291000.0,2750.0,106.0,don't exist,don't exist,2.0,2.0,8.0,48,2
7120,New construction,395000.0,1930.0,205.0,exist,exist,4.0,5.0,14.0,51,2
7121,Old building,144000.0,1440.0,100.0,exist,don't exist,4.0,1.0,9.0,52,1
7122,Old building,115000.0,2090.0,55.0,exist,exist,2.0,9.0,9.0,56,3
7123,New construction,105000.0,1910.0,55.0,exist,exist,2.0,17.0,17.0,51,3
7124,Old building,245000.0,2330.0,105.0,exist,exist,4.0,3.0,3.0,47,3
7125,Old building,79000.0,2630.0,30.0,exist,don't exist,1.0,2.0,5.0,51,2
7126,New construction,475000.0,4700.0,101.0,don't exist,exist,3.0,6.0,22.0,46,2
7127,New construction,225000.0,1670.0,135.0,exist,exist,3.0,17.0,20.0,47,3
7128,New construction,85000.0,1020.0,83.5,exist,exist,2.0,3.0,6.0,49,2
7129,New construction,140000.0,1980.0,70.7,exist,exist,2.0,3.0,16.0,53,1
7130,Old building,350000.0,4380.0,80.0,exist,exist,3.0,2.0,5.0,45,2
7131,New construction,590000.0,3110.0,190.0,exist,exist,4.0,3.0,14.0,45,1
7132,Old building,83000.0,1980.0,42.0,exist,exist,1.0,7.0,9.0,51,3
7133,Old building,190000.0,2530.0,75.0,exist,exist,2.0,9.0,9.0,46,3
7134,Old building,112000.0,1720.0,65.0,exist,exist,2.0,2.0,9.0,53,1
7135,Old building,147000.0,1630.0,90.0,exist,exist,4.0,5.0,10.0,52,2
7136,New construction,110000.0,1930.0,57.0,exist,exist,1.0,3.0,16.0,51,1
7137,New construction,149500.0,2300.0,65.0,exist,exist,2.0,3.0,10.0,56,2
7138,Old building,75000.0,1070.0,70.0,exist,exist,3.0,2.0,5.0,44,2
7139,New construction,143000.0,1910.0,75.0,exist,exist,2.0,7.0,16.0,51,2
7140,New construction,250000.0,1590.0,157.0,don't exist,don't exist,3.0,9.0,19.0,48,2
7141,New construction,498000.0,2710.0,184.0,exist,exist,4.0,12.0,21.0,57,2
7142,Old building,235000.0,2610.0,90.0,exist,exist,3.0,6.0,9.0,51,2
7143,New construction,552000.0,2830.0,195.0,exist,don't exist,4.0,8.0,17.0,46,2
7144,New construction,295000.0,2380.0,124.0,don't exist,exist,3.0,12.0,20.0,47,2
7145,New construction,255000.0,2220.0,115.0,exist,exist,3.0,12.0,18.0,46,2
7146,New construction,250000.0,1850.0,135.0,exist,exist,3.0,11.0,19.0,51,2
7147,Old building,167000.0,1590.0,105.0,exist,exist,5.0,8.0,9.0,54,3
7148,New construction,203500.0,2200.0,92.5,don't exist,don't exist,2.0,9.0,12.0,50,2
7149,New construction,228000.0,2540.0,89.9,exist,exist,3.0,13.0,19.0,48,2
7150,Old building,150000.0,1760.0,85.0,exist,exist,3.0,2.0,9.0,47,1
